ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,A,127.06,2026-06-19T00:27:01.325999+00:00,False,+17.3%,True,$35885.8M,True,+60.0%,True,2238.1K,True,$127.06 / SMA $121.14,True,3.16%,False,+10.0%,False,281.5M,True,NYQ,False,
AA,Alcoa Corporation,59.37,2026-06-19T23:31:49.803331+00:00,True,+114.2%,True,$15667.1M,False,+-22.7%,True,5049.6K,False,$59.37 / SMA $68.23,True,5.10%,False,+-5.2%,False,262.8M,True,NYQ,False,
AACAY,AAC Technologies Holdings Inc.,6.19,2026-06-19T23:10:06.279289+00:00,False,+62.0%,True,$7035.4M,,,False,8.1K,True,$6.19 / SMA $5.20,False,2.48%,,,False,726.1M,False,PNK,False,
AACI,Armada Acquisition Corp. III,9.96,2026-06-19T22:54:07.262598+00:00,False,+2.3%,True,$338.9M,,,False,28.6K,True,$9.96 / SMA $9.93,False,0.07%,,,True,25.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.3,2026-06-19T23:17:54.783192+00:00,False,+3.5%,,,,,False,4.8K,True,$10.30 / SMA $10.07,False,0.35%,,,True,25.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.9,2026-06-19T23:29:39.802589+00:00,False,+0.6%,True,$310.5M,,,False,13.3K,True,$9.90 / SMA_short $9.90,False,0.03%,,,True,19.5M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.01,2026-06-19T23:17:59.395969+00:00,False,+0.9%,,,,,False,3.9K,True,$10.01 / SMA $10.00,False,1.90%,,,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,5.15,2026-06-19T23:20:13.166029+00:00,True,+128.9%,True,$18753.5M,,,False,2.6K,True,$5.15 / SMA $4.78,False,0.80%,True,+32.7%,False,758.5M,False,PNK,False,
AAGIY,AIA Group Limited,37.49,2026-06-19T23:07:51.992356+00:00,False,+10.2%,True,$96900.9M,,,False,354.2K,False,$37.49 / SMA $41.88,False,1.82%,,,False,2615.0M,False,PNK,False,
AAIGF,AIA Group Limited,9.5,2026-06-19T23:31:29.573712+00:00,False,+16.0%,True,$98219.1M,,N/A,False,22.4K,False,$9.50 / SMA $10.47,True,4.48%,,N/A,False,10460.1M,False,PNK,False,
AAL,American Airlines Group Inc.,15.99,2026-06-19T23:32:04.304350+00:00,False,+58.5%,True,$10575.5M,False,+19.4%,True,72756.8K,True,$15.99 / SMA $13.07,True,4.55%,False,+10.8%,False,654.9M,True,NMS,False,
AAMI,Acadian Asset Management Inc.,75.15,2026-06-19T23:35:43.549746+00:00,True,+139.6%,True,$2677.5M,True,+25.9%,False,414.9K,True,$75.15 / SMA $70.51,True,3.73%,True,+39.3%,True,27.7M,True,NYQ,False,
AANNF,Aroundtown SA,2.785,2026-06-19T23:35:37.517605+00:00,False,+7.1%,True,$2884.0M,False,+-75.0%,False,0.1K,True,$2.79 / SMA $2.73,False,0.00%,False,+0.6%,False,447.1M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",161.85,2026-06-19T22:56:29.096938+00:00,True,+774.9%,True,$12987.3M,False,+-5.6%,True,12742.2K,False,$161.85 / SMA $169.83,True,13.58%,True,+51.4%,True,76.1M,True,NGM,False,
AAON,"AAON, Inc.",136.72,2026-06-19T00:27:19.621705+00:00,True,+120.5%,True,$11199.0M,True,+37.1%,True,1066.1K,True,$136.72 / SMA $118.65,True,5.70%,True,+54.3%,True,68.2M,True,NMS,True,
AAP,"Advance Auto Parts, Inc.",60.1,2026-06-19T23:11:58.453456+00:00,False,+58.6%,True,$3625.8M,True,+56.0%,True,1768.9K,True,$60.10 / SMA $56.70,True,5.14%,,,True,60.0M,True,NYQ,False,
AAPG,AAPG,17.12,2026-06-19T23:35:49.659965+00:00,False,+1.2%,True,$1597.9M,,N/A,False,6.5K,False,$17.12 / SMA $21.29,True,3.45%,,N/A,True,55.7M,True,NGM,False,
AAPL,Apple Inc.,298.01,2026-06-19T23:19:47.932715+00:00,False,+51.4%,True,$4376979.0M,False,+21.8%,True,47951.0K,True,$298.01 / SMA $288.63,False,2.30%,False,+16.6%,False,14662.5M,True,NMS,False,
AARTY,Airtel Africa Plc,49.849,2026-06-19T23:20:13.209900+00:00,True,+147.4%,True,$18152.3M,,,False,0.1K,True,$49.85 / SMA $46.19,False,0.00%,True,+32.7%,False,758.5M,False,PNK,False,
AAT,"American Assets Trust, Inc.",24.05,2026-06-19T00:32:53.192258+00:00,False,+35.7%,True,$1865.6M,False,+-88.6%,False,385.2K,True,$24.05 / SMA $21.64,False,2.26%,False,+1.8%,True,48.2M,True,NYQ,False,
AAUC,Allied Gold Corporation,25.64,2026-06-19T23:11:59.004970+00:00,True,+124.9%,True,$3227.6M,False,+-461.5%,True,718.0K,False,$25.64 / SMA $28.64,True,4.11%,False,+13.8%,True,93.1M,True,NYQ,False,
AAUKF,Anglo American plc,55.08,2026-06-19T22:44:12.779091+00:00,True,+104.5%,True,$59017.6M,,,False,1.6K,True,$55.08 / SMA $51.56,False,0.85%,,,False,951.3M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,43.04,2026-06-19T22:44:18.905347+00:00,False,+64.3%,True,$35074.8M,False,+13.0%,False,22.2K,True,$43.04 / SMA $36.74,False,1.42%,False,+6.8%,False,522.4M,False,PNK,False,
AAVVF,Advantage Energy Ltd.,6.96,2026-06-19T23:37:38.041487+00:00,False,+3.6%,True,$1167.7M,,N/A,False,162.7K,False,$6.96 / SMA $7.25,False,2.88%,True,+25.3%,True,144.9M,False,PNK,False,
AAVXF,ABIVAX Société Anonyme,101.25,2026-06-19T00:27:21.674783+00:00,True,+1290.8%,True,$8076.7M,True,+26.5%,False,0.0K,False,$101.25 / SMA $112.80,False,1.16%,,,True,58.2M,False,PNK,False,
