ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACI,Armada Acquisition Corp. III,10.01,2026-08-20T22:27:05.646772+00:00,False,+2.8%,True,$340.6M,,,False,23.7K,True,$10.01 / SMA $9.98,False,0.01%,,,True,23.1M,True,NGM,False,
AAOI,"Applied Optoelectronics, Inc.",129.1,2026-08-20T22:28:37.508436+00:00,True,+597.8%,True,$10917.9M,False,+-75.0%,True,12233.2K,False,$129.10 / SMA $129.91,True,12.91%,True,+86.4%,True,80.5M,True,NGM,False,
AAUKF,Anglo American plc,54.36,2026-08-20T22:17:00.749777+00:00,True,+89.3%,True,$58246.1M,,,False,3.1K,True,$54.36 / SMA $50.51,False,0.58%,,,False,951.8M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,47.76,2026-08-20T22:17:09.051598+00:00,False,+68.0%,True,$38921.3M,False,+13.0%,False,27.2K,True,$47.76 / SMA $43.76,False,1.13%,False,+6.8%,False,550.0M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,36.02,2026-08-20T22:19:41.680620+00:00,False,+3.2%,True,$3356.2M,False,+20.3%,False,303.3K,True,$36.02 / SMA $36.01,False,1.52%,,,True,92.3M,True,NYQ,False,
ABBRF,AbraSilver Resource Corp.,11.35,2026-08-20T22:21:33.131640+00:00,True,+193.3%,True,$1878.3M,False,+-50.0%,False,182.7K,True,$11.35 / SMA $10.43,True,5.77%,,,True,143.8M,False,OQX,False,
ABEO,Abeona Therapeutics Inc.,5.96,2026-08-20T22:38:44.109023+00:00,False,+49.0%,True,$340.8M,False,+-25.0%,True,1374.4K,False,$5.96 / SMA $6.32,True,4.98%,,N/A,True,36.8M,True,NCM,False,
ABG,"Asbury Automotive Group, Inc.",215.37,2026-08-20T22:31:02.673406+00:00,False,+25.2%,True,$3866.3M,False,+-19.5%,False,255.7K,True,$215.37 / SMA $210.33,True,3.47%,,N/A,True,14.7M,True,NYQ,False,
ABLZF,ABB Ltd,99.78,2026-08-20T22:27:54.099495+00:00,False,+52.2%,True,$180892.7M,False,+13.3%,False,11.2K,False,$99.78 / SMA $102.14,False,1.28%,True,+28.4%,False,1814.0M,False,PNK,False,
ABM,ABM Industries Incorporated,47.1,2026-08-20T22:21:27.777625+00:00,False,+27.4%,True,$2759.2M,False,+9.0%,True,553.4K,True,$47.10 / SMA $46.35,False,2.20%,False,+8.4%,True,57.9M,True,NYQ,False,
