ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,5.06,2026-08-25T22:38:20.240573+00:00,False,+32.5%,True,$5845.0M,,,False,15.8K,False,$5.06 / SMA $5.24,False,2.07%,,,False,718.8M,False,PNK,False,
AACI,Armada Acquisition Corp. III,10.05,2026-08-25T22:25:59.496407+00:00,False,+3.2%,True,$342.0M,,,False,23.5K,True,$10.05 / SMA $9.99,False,0.03%,,,True,23.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-08-25T22:47:08.204545+00:00,False,+1.9%,,,,,False,0.3K,True,$10.14 / SMA $10.14,False,0.00%,,,True,23.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.98,2026-08-25T22:57:16.466893+00:00,False,+1.4%,True,$313.0M,,N/A,False,12.4K,True,$9.98 / SMA $9.94,False,0.01%,,N/A,True,19.5M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.13,2026-08-25T22:47:11.301344+00:00,False,+2.1%,,,,,False,6.4K,True,$10.13 / SMA $10.07,False,0.00%,,,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.4,2026-08-25T22:48:44.844016+00:00,False,+51.7%,True,$15977.3M,,N/A,False,2.4K,False,$4.40 / SMA $4.61,False,0.75%,True,+32.7%,False,748.1M,False,PNK,False,
AAGIY,AIA Group Limited,37.9,2026-08-25T22:37:40.307721+00:00,False,+6.7%,True,$97622.3M,,,True,538.1K,False,$37.90 / SMA $38.09,False,1.64%,,,False,2574.5M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",113.15,2026-08-25T22:27:14.349543+00:00,True,+511.6%,True,$9607.1M,False,+-75.0%,True,12263.7K,False,$113.15 / SMA $126.48,True,12.51%,True,+86.4%,True,80.5M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",43.64,2026-08-25T22:40:07.708502+00:00,False,+15.2%,True,$2632.8M,True,+56.0%,True,2031.4K,False,$43.64 / SMA $55.79,True,4.94%,,,True,55.4M,True,NYQ,False,
AAPL,Apple Inc.,309.9,2026-08-25T22:48:02.741068+00:00,False,+37.9%,True,$4522736.4M,True,+28.7%,True,56299.9K,False,$309.90 / SMA $310.67,False,2.05%,False,+16.4%,False,14569.2M,True,NMS,False,
AARTY,Airtel Africa Plc,43.3,2026-08-25T22:48:45.091885+00:00,True,+114.9%,True,$15723.1M,,N/A,False,1.2K,False,$43.30 / SMA $46.92,False,1.03%,True,+32.7%,False,748.1M,False,PNK,False,
AAUC,Allied Gold Corporation,23.79,2026-08-25T22:40:08.237848+00:00,True,+76.2%,True,$3315.1M,True,+222.7%,True,730.2K,True,$23.79 / SMA $22.36,True,4.97%,True,+45.4%,True,97.4M,True,NYQ,True,
AAUKF,Anglo American plc,57.0,2026-08-25T22:16:29.109282+00:00,True,+94.5%,True,$61074.8M,,,False,3.1K,True,$57.00 / SMA $50.64,False,0.64%,,,False,951.8M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,47.5,2026-08-25T22:16:35.344676+00:00,False,+67.1%,True,$38709.4M,False,+13.0%,False,26.9K,True,$47.50 / SMA $43.70,False,1.08%,False,+6.8%,False,550.0M,False,PNK,False,
AAXBF,AirAsia Group Berhad,0.28745,2026-08-25T22:55:01.414186+00:00,False,+27.8%,,N/A,,N/A,,N/A,,N/A,,N/A,True,+532.9%,,N/A,False,PNK,False,
AB,AllianceBernstein Holding L.P.,36.62,2026-08-25T22:20:27.867542+00:00,False,+4.9%,True,$3408.4M,False,+20.3%,False,294.8K,True,$36.62 / SMA $36.05,False,1.55%,,,True,92.3M,True,NYQ,False,
ABAT,American Battery Technology Company,2.59,2026-08-25T22:55:27.947929+00:00,False,+29.5%,True,$353.3M,False,+-85.7%,True,5431.6K,True,$2.59 / SMA $2.55,True,7.11%,True,+697.1%,True,131.2M,True,NCM,False,
ABBRF,AbraSilver Resource Corp.,11.65,2026-08-25T22:20:41.779849+00:00,True,+201.0%,True,$1928.0M,False,+-50.0%,False,183.4K,True,$11.65 / SMA $10.54,True,5.62%,,,True,143.8M,False,OQX,False,
ABBV,AbbVie Inc.,265.79,2026-08-25T22:37:36.910423+00:00,False,+39.3%,True,$469682.1M,True,+290.4%,True,6644.3K,True,$265.79 / SMA $248.86,False,2.26%,False,+10.2%,False,1764.0M,True,NYQ,False,
ABEO,Abeona Therapeutics Inc.,6.21,2026-08-25T22:36:39.944328+00:00,False,+55.2%,True,$355.1M,False,+-25.0%,True,1376.3K,False,$6.21 / SMA $6.38,True,4.78%,,,True,36.8M,True,NCM,False,
ABEV,Ambev S.A.,2.93,2026-08-25T22:48:18.763279+00:00,False,+39.5%,True,$45180.6M,False,+22.2%,True,28573.8K,False,$2.93 / SMA $3.04,False,2.41%,False,+0.3%,False,4078.8M,True,NYQ,False,
ABG,"Asbury Automotive Group, Inc.",215.59,2026-08-25T22:30:57.152840+00:00,False,+25.3%,True,$3870.3M,False,+-19.5%,False,256.3K,True,$215.59 / SMA $212.93,True,3.40%,,,True,14.7M,True,NYQ,False,
ABLZF,ABB Ltd,98.7,2026-08-25T22:26:43.919815+00:00,False,+50.3%,True,$178878.4M,False,+13.3%,False,11.0K,False,$98.70 / SMA $101.67,False,1.31%,True,+28.4%,False,1814.0M,False,PNK,False,
ABM,ABM Industries Incorporated,46.59,2026-08-25T22:20:37.730173+00:00,False,+26.1%,True,$2729.3M,False,+9.0%,True,552.1K,True,$46.59 / SMA $46.43,False,2.05%,False,+8.4%,True,57.9M,True,NYQ,False,
ABNB,"Airbnb, Inc.",190.5,2026-08-25T22:37:42.562717+00:00,True,+71.9%,True,$114068.7M,True,+33.0%,True,4245.5K,True,$190.50 / SMA $155.95,True,3.12%,False,+16.5%,False,405.8M,True,NMS,False,
ABR,"Arbor Realty Trust, Inc.",5.15,2026-08-25T22:22:27.012191+00:00,False,+8.9%,True,$1044.1M,False,+-100.0%,True,4100.4K,True,$5.15 / SMA $4.99,True,3.52%,False,+-12.3%,False,178.1M,True,NYQ,False,
ABTC,American Bitcoin Corp,9.24,2026-08-25T22:32:58.161454+00:00,True,+87.8%,True,$1125.6M,False,+-1512.3%,True,1411.9K,True,$9.24 / SMA $7.74,True,9.93%,True,+121.3%,True,23.3M,True,NCM,False,
ABX,"Abacus Global Management, Inc.",9.88,2026-08-25T22:43:43.900031+00:00,True,+97.6%,True,$966.2M,False,+-61.1%,True,620.6K,False,$9.88 / SMA $10.18,True,4.82%,,,True,46.4M,True,NYQ,False,
ABXXF,Abaxx Technologies Inc.,15.27,2026-08-25T22:41:58.993226+00:00,False,+2.8%,True,$592.3M,False,+-150.0%,False,93.3K,False,$15.27 / SMA $19.30,True,7.54%,True,+5037.6%,True,33.8M,False,OQX,False,
ACA,"Arcosa, Inc.",145.25,2026-08-25T22:18:41.483023+00:00,False,+63.1%,True,$7132.8M,True,+446.7%,True,735.7K,True,$145.25 / SMA $144.00,False,0.30%,False,+1.7%,True,48.1M,True,NYQ,False,
ACAA,Averin Capital Acquisition Corp.,10.02,2026-08-25T22:25:57.807135+00:00,False,+4.8%,True,$357.5M,,,False,19.6K,True,$10.02 / SMA $10.02,False,0.02%,,,True,28.3M,True,NGM,False,
ACAD,ACADIA Pharmaceuticals Inc.,30.57,2026-08-25T22:30:55.375735+00:00,False,+55.3%,True,$5267.4M,False,+12.5%,True,1614.8K,True,$30.57 / SMA $26.21,True,3.37%,False,+16.4%,True,128.4M,True,NMS,False,
ACCO,ACCO,4.21,2026-08-25T22:25:58.336699+00:00,False,+49.8%,True,$388.6M,False,+-51.6%,True,795.2K,True,$4.21 / SMA $4.07,True,3.10%,,,True,88.1M,True,NYQ,False,
ACCYY,Accor SA,10.97,2026-08-25T22:38:06.936972+00:00,False,+25.9%,True,$12646.4M,,,False,20.0K,True,$10.97 / SMA $10.97,False,1.49%,,,False,799.9M,False,PNK,False,
ACDC,ProFrac Holding Corp.,4.67,2026-08-25T22:53:20.467551+00:00,False,+51.6%,True,$850.5M,True,+35.9%,True,1657.1K,False,$4.67 / SMA $5.02,True,10.53%,False,+-0.8%,True,34.6M,True,NMS,False,
ACDVF,Air Canada,20.78,2026-08-25T22:40:03.863823+00:00,True,+72.7%,True,$5821.9M,,,False,206.7K,True,$20.78 / SMA $18.15,True,6.96%,False,+7.1%,False,279.2M,False,OQX,False,
ACEL,"Accel Entertainment, Inc.",11.9,2026-08-25T22:43:42.342637+00:00,False,+24.6%,True,$968.6M,True,+87.5%,False,307.4K,False,$11.90 / SMA $12.42,False,2.68%,False,+9.6%,True,43.7M,True,NYQ,False,
ACGAF,ACG Metals Limited,26.65,2026-08-25T22:34:50.363454+00:00,True,+158.7%,True,$616.8M,,,False,0.0K,True,$26.65 / SMA $24.12,False,0.00%,,,True,7.6M,False,OQX,False,
ACGBF,Agricultural Bank of China Limited,0.69,2026-08-25T22:16:19.761311+00:00,False,+11.3%,True,$241488.3M,False,+5.3%,False,1.0K,False,$0.69 / SMA $0.72,False,0.00%,False,+10.5%,False,200428.3M,False,PNK,False,
ACGL,Arch Capital Group Ltd.,100.56,2026-08-25T22:26:58.985036+00:00,False,+22.0%,True,$34314.0M,False,+-7.1%,True,2035.3K,True,$100.56 / SMA $99.09,False,1.97%,False,+-9.7%,False,327.3M,True,NMS,False,
ACGLO,Arch Capital Group Ltd.,19.07,2026-08-25T22:16:35.191689+00:00,False,+1.9%,,,,,False,32.7K,False,$19.07 / SMA $19.26,False,0.69%,False,+-9.7%,False,327.3M,True,NMS,False,
ACHV,"Achieve Life Sciences, Inc.",8.17,2026-08-25T22:43:55.510064+00:00,True,+211.8%,True,$840.7M,,,True,1823.9K,True,$8.17 / SMA $6.45,True,5.48%,,,True,74.0M,True,NCM,True,
ACI,"Albertsons Companies, Inc.",12.38,2026-08-25T22:17:01.748587+00:00,False,+14.0%,True,$6008.3M,False,+-58.5%,True,8464.9K,False,$12.38 / SMA $13.06,True,3.44%,False,+0.2%,False,325.0M,True,NYQ,False,
ACIC,American Coastal Insurance Corporation,9.4,2026-08-25T22:24:15.273869+00:00,False,+3.3%,True,$444.3M,False,+-17.0%,False,303.3K,False,$9.40 / SMA $10.48,True,3.63%,False,+-4.5%,True,22.7M,True,NCM,False,
ACLIF,Accelleron Industries AG,90.07,2026-08-25T22:27:25.204457+00:00,False,+17.0%,True,$8470.3M,,,False,0.0K,False,$90.07 / SMA $97.21,False,0.17%,,,True,93.8M,False,PNK,False,
ACLLF,ATCO Ltd.,54.29,2026-08-25T22:38:25.076324+00:00,False,+56.4%,True,$6109.1M,,,False,38.0K,True,$54.29 / SMA $53.94,False,0.78%,,,True,72.9M,False,OQX,False,
ACLS,"Axcelis Technologies, Inc.",125.4,2026-08-25T22:29:14.722263+00:00,True,+70.4%,True,$3872.5M,False,+-23.5%,True,522.6K,False,$125.40 / SMA $145.67,True,5.67%,False,+10.6%,True,30.7M,True,NMS,False,
ACM,AECOM,62.78,2026-08-25T22:27:25.338740+00:00,False,+4.0%,True,$8079.6M,True,+28.7%,True,2155.6K,False,$62.78 / SMA $68.80,True,3.71%,False,+0.8%,True,128.0M,True,NYQ,False,
ACMR,"ACM Research, Inc.",79.77,2026-08-25T22:51:01.269079+00:00,True,+205.6%,True,$5555.9M,True,+179.5%,True,1461.1K,False,$79.77 / SMA $90.10,True,7.83%,True,+36.0%,True,61.5M,True,NGM,False,
ACNB,ACNB Corporation,64.7,2026-08-25T22:43:52.723083+00:00,False,+52.2%,True,$660.7M,True,+34.2%,False,72.0K,True,$64.70 / SMA $61.64,False,2.03%,False,+7.9%,True,9.8M,True,NCM,False,
ACNDF,CapitaLand India Trust,0.81,2026-08-25T22:22:23.442368+00:00,False,+11.0%,True,$1204.4M,,,False,12.1K,True,$0.81 / SMA $0.80,True,3.80%,,,False,624.9M,False,PNK,False,
ACNFF,Acomo N.V.,28.1,2026-08-25T22:34:39.013001+00:00,False,+12.0%,True,$834.7M,,,False,0.2K,True,$28.10 / SMA $26.48,False,0.00%,,,True,17.1M,False,PNK,False,
ACOPF,The a2 Milk Company Limited,4.81,2026-08-25T22:31:02.432440+00:00,False,+31.8%,True,$3501.9M,,,False,0.4K,True,$4.81 / SMA $4.62,False,0.57%,,,False,723.0M,False,PNK,False,
ACP,Abrdn Income Credit Strategies Fund,5.07,2026-08-25T22:55:14.557958+00:00,False,+1.6%,True,$636.1M,,N/A,False,478.2K,True,$5.07 / SMA $5.04,False,1.16%,,N/A,,N/A,True,NYQ,False,
ACPIF,Acen Corporation,0.0243,2026-08-25T22:31:11.180367+00:00,False,+24.0%,True,$970.8M,False,+-85.0%,False,0.0K,True,$0.02 / SMA $0.02,False,0.00%,True,+42.7%,False,9320.7M,False,PNK,False,
ACRFF,Accor SA,56.09,2026-08-25T22:16:52.303398+00:00,False,+24.5%,True,$12932.3M,,,False,0.4K,True,$56.09 / SMA $54.74,False,0.03%,,,False,160.0M,False,PNK,False,
ACRXF,"Acerinox, S.A.",16.59,2026-08-25T22:18:52.193601+00:00,False,+39.2%,True,$4133.5M,,,False,0.1K,False,$16.59 / SMA $18.74,False,0.00%,False,+5.0%,False,177.9M,False,PNK,False,
ACSAY,"ACS, Actividades de Construcción y Servicios, S.A.",24.21,2026-08-25T22:26:57.020298+00:00,False,+65.6%,True,$31871.8M,,,False,50.3K,False,$24.21 / SMA $26.83,False,1.49%,False,+12.2%,False,902.7M,False,PNK,False,
ACT,"Enact Holdings, Inc.",49.57,2026-08-25T22:38:21.706731+00:00,False,+43.1%,True,$6815.1M,False,+12.6%,False,352.0K,True,$49.57 / SMA $46.42,False,1.88%,False,+4.2%,True,25.6M,True,NMS,False,
