ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,5.57,2026-09-02T00:03:10.318180+00:00,False,+45.8%,True,$6434.2M,,N/A,False,15.7K,True,$5.57 / SMA $5.19,False,2.51%,,N/A,False,718.8M,False,PNK,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-09-02T00:07:49.808899+00:00,False,+1.9%,,N/A,,N/A,False,0.2K,True,$10.14 / SMA $10.13,False,0.00%,,N/A,True,23.1M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.13,2026-09-02T00:07:54.683092+00:00,False,+2.1%,,N/A,,N/A,False,4.9K,True,$10.13 / SMA $10.07,False,0.00%,,N/A,True,19.5M,True,NGM,False,
AAGIY,AIA Group Limited,38.8,2026-09-02T00:02:10.378439+00:00,False,+9.2%,True,$99940.5M,,N/A,True,576.4K,True,$38.80 / SMA $38.10,False,1.51%,,N/A,False,2574.5M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",103.39,2026-09-01T23:52:04.957351+00:00,True,+458.9%,True,$8778.5M,False,+-75.0%,True,11766.3K,False,$103.39 / SMA $120.11,True,9.92%,True,+86.4%,True,80.6M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",42.76,2026-09-02T00:03:31.145995+00:00,False,+12.9%,True,$2579.7M,True,+56.0%,True,1948.5K,False,$42.76 / SMA $54.47,True,4.79%,,N/A,True,55.4M,True,NYQ,False,
AAUC,Allied Gold Corporation,22.81,2026-09-02T00:03:32.085359+00:00,False,+65.5%,True,$3178.5M,True,+222.7%,True,702.0K,True,$22.81 / SMA $22.10,True,4.33%,True,+45.4%,True,97.5M,True,NYQ,False,
ABBV,AbbVie Inc.,259.99,2026-09-02T00:02:05.106421+00:00,False,+36.3%,True,$459432.8M,True,+290.4%,True,6521.5K,True,$259.99 / SMA $252.10,False,2.17%,False,+10.2%,False,1764.0M,True,NYQ,False,
ABEO,Abeona Therapeutics Inc.,5.98,2026-09-02T00:01:21.534304+00:00,False,+49.5%,True,$342.0M,False,+-25.0%,True,1385.9K,False,$5.98 / SMA $6.40,True,4.44%,,,True,36.8M,True,NCM,False,
ABG,"Asbury Automotive Group, Inc.",209.36,2026-09-01T23:55:45.805086+00:00,False,+21.7%,True,$3758.4M,False,+-19.5%,False,247.1K,False,$209.36 / SMA $214.02,False,2.73%,,,True,14.7M,True,NYQ,False,
ABLZF,ABB Ltd,96.71,2026-09-01T23:51:34.607811+00:00,False,+47.3%,True,$175227.4M,False,+13.3%,False,10.9K,False,$96.71 / SMA $101.16,False,1.02%,True,+28.4%,False,1814.0M,False,PNK,False,
ABNB,"Airbnb, Inc.",182.545,2026-09-02T00:02:14.068087+00:00,False,+64.7%,True,$109305.3M,True,+33.0%,True,4343.5K,True,$182.54 / SMA $160.46,True,3.18%,False,+16.5%,False,405.8M,True,NMS,False,
ABTC,American Bitcoin Corp,7.71,2026-09-01T23:57:44.020253+00:00,False,+56.7%,True,$939.2M,False,+-1512.3%,True,1505.0K,True,$7.71 / SMA $7.29,True,9.50%,True,+121.3%,True,23.3M,True,NCM,False,
ABX,"Abacus Global Management, Inc.",9.21,2026-09-02T00:05:47.565196+00:00,True,+84.2%,True,$900.7M,False,+-61.1%,True,610.8K,False,$9.21 / SMA $10.19,True,4.78%,,N/A,True,46.4M,True,NYQ,False,
ABXXF,Abaxx Technologies Inc.,16.25,2026-09-02T00:05:29.525010+00:00,False,+9.8%,True,$630.3M,False,+-150.0%,False,92.6K,False,$16.25 / SMA $18.51,True,7.41%,True,+5037.6%,True,33.8M,False,OQX,False,
ACAD,ACADIA Pharmaceuticals Inc.,28.89,2026-09-01T23:55:44.825916+00:00,False,+46.7%,True,$4977.9M,False,+12.5%,True,1621.4K,True,$28.89 / SMA $26.84,True,3.30%,False,+16.4%,True,128.4M,True,NMS,False,
ACCYY,Accor SA,10.7,2026-09-02T00:02:49.948997+00:00,False,+22.8%,True,$12335.1M,,N/A,False,18.7K,False,$10.70 / SMA $10.94,False,1.31%,,N/A,False,799.9M,False,PNK,False,
ACDVF,Air Canada,20.13,2026-09-02T00:03:25.751004+00:00,False,+67.3%,True,$5639.8M,,N/A,False,199.3K,True,$20.13 / SMA $18.45,True,5.49%,False,+7.1%,False,279.2M,False,OQX,False,
ACEL,"Accel Entertainment, Inc.",11.58,2026-09-02T00:05:44.841764+00:00,False,+21.3%,True,$940.2M,True,+87.5%,False,305.1K,False,$11.58 / SMA $12.31,False,2.57%,False,+9.6%,True,43.7M,True,NYQ,False,
ACGAF,ACG Metals Limited,26.65,2026-09-01T23:59:34.300961+00:00,True,+158.7%,True,$616.8M,,,False,0.0K,True,$26.65 / SMA $24.59,False,0.00%,,,True,7.6M,False,OQX,False,
ACGL,Arch Capital Group Ltd.,98.61,2026-09-01T23:51:49.733870+00:00,False,+19.6%,True,$33648.6M,False,+-7.1%,True,1981.9K,False,$98.61 / SMA $99.67,False,1.61%,False,+-9.7%,False,327.3M,True,NMS,False,
ACHV,"Achieve Life Sciences, Inc.",8.25,2026-09-02T00:07:37.437489+00:00,True,+214.9%,True,$848.9M,True,+48.6%,True,1790.1K,True,$8.25 / SMA $6.68,True,5.21%,,N/A,True,74.7M,True,NCM,True,
ACLIF,Accelleron Industries AG,95.0,2026-09-01T23:52:15.357251+00:00,False,+23.4%,True,$8934.4M,,,False,0.0K,False,$95.00 / SMA $96.78,False,0.17%,,,True,94.0M,False,PNK,False,
ACLLF,ATCO Ltd.,52.32,2026-09-02T00:03:17.382806+00:00,False,+50.7%,True,$5887.4M,True,+36.8%,False,42.8K,False,$52.32 / SMA $54.12,False,0.75%,False,+13.9%,True,72.9M,False,OQX,False,
