ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AA,AA,44.84,2026-08-03T23:37:51.417715+00:00,False,+57.3%,True,$11833.7M,True,+146.8%,True,5540.4K,False,$44.84 / SMA $57.50,True,3.94%,True,+31.4%,False,262.8M,True,NYQ,False,
AACAY,AAC Technologies Holdings Inc.,4.85,2026-08-03T23:17:13.061778+00:00,False,+27.0%,True,$5605.7M,,,False,10.9K,False,$4.85 / SMA $5.39,False,1.74%,,,False,724.4M,False,PNK,False,
AACI,Armada Acquisition Corp. III,9.99,2026-08-03T23:00:17.261714+00:00,False,+2.6%,True,$340.0M,,,False,23.4K,True,$9.99 / SMA $9.97,False,0.04%,,,True,25.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-08-03T23:24:47.873451+00:00,False,+1.9%,,,,,False,0.4K,True,$10.14 / SMA $10.12,False,0.00%,,,True,25.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.94,2026-08-03T23:35:36.056397+00:00,False,+1.0%,True,$311.7M,,,False,11.6K,True,$9.94 / SMA $9.92,False,0.04%,,,True,19.5M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.05,2026-08-03T23:24:51.680152+00:00,False,+1.3%,,,,,False,6.6K,False,$10.05 / SMA $10.05,False,0.07%,,,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.595,2026-08-03T23:25:59.485006+00:00,True,+78.8%,True,$16700.3M,,,False,2.5K,False,$4.59 / SMA $4.64,False,0.51%,True,+32.7%,False,749.3M,False,PNK,False,
AAGIY,AIA Group Limited,40.21,2026-08-03T23:14:47.322474+00:00,False,+13.2%,True,$103592.7M,,,True,518.2K,True,$40.21 / SMA $38.91,False,1.34%,,,False,2615.0M,False,PNK,False,
AAIGF,AIA Group Limited,9.95,2026-08-03T23:37:31.687724+00:00,False,+16.1%,True,$102536.4M,,N/A,False,97.2K,True,$9.95 / SMA $9.70,True,6.97%,,N/A,False,10460.1M,False,PNK,False,
AAL,American Airlines Group Inc.,16.04,2026-08-03T23:38:05.144127+00:00,False,+59.0%,True,$10618.0M,False,+-87.9%,True,109892.8K,True,$16.04 / SMA $15.49,True,4.16%,False,+16.3%,False,654.7M,True,NMS,False,
AAMI,Acadian Asset Management Inc.,89.78,2026-08-03T23:41:43.983801+00:00,True,+125.9%,True,$3198.8M,True,+25.9%,False,488.7K,True,$89.78 / SMA $77.61,True,3.98%,True,+39.3%,True,29.5M,True,NYQ,False,
AANNF,Aroundtown SA,2.4868,2026-08-03T23:41:38.400256+00:00,False,+0.0%,True,$2575.2M,False,+-75.0%,False,0.0K,False,$2.49 / SMA $2.73,False,0.00%,False,+0.6%,False,508.7M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",110.21,2026-08-03T23:04:17.094554+00:00,True,+495.7%,True,$8843.6M,False,+-5.6%,True,11770.7K,False,$110.21 / SMA $142.14,True,11.67%,True,+51.4%,True,76.2M,True,NGM,False,
AAP,AAP,55.68,2026-08-03T23:17:35.577891+00:00,False,+47.0%,,,True,+56.0%,True,1977.3K,False,$55.68 / SMA $57.38,True,5.13%,,,True,60.0M,True,NYQ,False,
AAPG,AAPG,16.805,2026-08-03T23:41:50.447947+00:00,False,+2.7%,True,$1568.5M,,N/A,False,11.4K,False,$16.80 / SMA $18.42,True,3.02%,,N/A,True,71.0M,True,NGM,False,
AAPL,Apple Inc.,303.42,2026-08-03T23:25:32.540791+00:00,False,+50.4%,True,$4456437.5M,True,+28.7%,True,56470.8K,False,$303.42 / SMA $309.52,False,2.33%,False,+16.4%,False,14569.2M,True,NMS,False,
AARTY,Airtel Africa Plc,46.1275,2026-08-03T23:25:59.728101+00:00,True,+128.9%,True,$16764.8M,,,False,1.2K,False,$46.13 / SMA $47.47,False,0.95%,True,+32.7%,False,749.3M,False,PNK,False,
