ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,"Agilent Technologies, Inc.",135.51,2026-06-26T00:06:48.705977+00:00,False,+25.1%,True,$38272.3M,True,+60.0%,True,2246.1K,True,$135.51 / SMA $122.18,True,3.08%,False,+10.0%,False,281.5M,True,NYQ,False,
AA,Alcoa Corporation,53.08,2026-06-25T23:55:16.067858+00:00,True,+91.5%,True,$14007.3M,False,+-22.7%,True,5060.0K,False,$53.08 / SMA $66.78,True,4.81%,False,+-5.2%,False,262.8M,True,NYQ,False,
AACI,Armada Acquisition Corp. III,9.94,2026-06-26T23:10:03.477461+00:00,False,+2.1%,True,$338.3M,,N/A,False,27.2K,True,$9.94 / SMA $9.94,False,0.05%,,N/A,True,25.1M,True,NGM,False,
AAIGF,AIA Group Limited,9.66,2026-06-25T23:54:55.457046+00:00,False,+16.5%,True,$99547.9M,,,False,23.5K,False,$9.66 / SMA $10.36,True,4.94%,,,False,10460.1M,False,PNK,False,
AAL,American Airlines Group Inc.,17.57,2026-06-25T23:55:30.287301+00:00,True,+74.1%,True,$11620.5M,False,+19.4%,True,78648.5K,True,$17.57 / SMA $13.49,True,4.26%,False,+10.8%,False,654.9M,True,NMS,False,
AAMI,Acadian Asset Management Inc.,69.77,2026-06-25T23:59:05.467255+00:00,True,+110.4%,True,$2485.8M,True,+25.9%,False,430.0K,False,$69.77 / SMA $71.31,True,3.83%,True,+39.3%,True,29.6M,True,NYQ,False,
AANNF,Aroundtown SA,2.785,2026-06-25T23:58:55.918223+00:00,False,+7.1%,True,$2884.0M,False,+-75.0%,False,0.0K,True,$2.79 / SMA $2.67,False,0.00%,False,+0.6%,False,447.1M,False,PNK,False,
AAON,"AAON, Inc.",133.26,2026-06-26T00:07:07.985088+00:00,True,+114.9%,True,$10915.6M,True,+37.1%,True,1077.7K,True,$133.26 / SMA $121.84,True,5.70%,True,+54.3%,True,68.2M,True,NMS,True,
AAPG,AAPG,17.05,2026-06-25T23:59:10.694007+00:00,False,+0.8%,True,$1591.4M,,,False,6.8K,False,$17.05 / SMA $20.53,False,2.94%,,,True,55.7M,True,NGM,False,
AAT,"American Assets Trust, Inc.",24.57,2026-06-26T00:12:35.225074+00:00,False,+38.7%,True,$1906.0M,False,+-88.6%,False,392.2K,True,$24.57 / SMA $22.04,False,2.07%,False,+1.8%,True,48.2M,True,NYQ,False,
AAUKF,Anglo American plc,48.0,2026-06-26T22:59:35.615314+00:00,True,+76.6%,True,$51431.4M,,N/A,False,1.4K,False,$48.00 / SMA $51.74,False,0.78%,,N/A,False,950.9M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,41.18,2026-06-26T22:59:44.442597+00:00,False,+52.8%,True,$33559.1M,False,+13.0%,False,21.1K,True,$41.18 / SMA $37.74,False,1.34%,False,+6.8%,False,522.4M,False,PNK,False,
AAVVF,Advantage Energy Ltd.,6.98,2026-06-26T00:00:57.650997+00:00,False,+3.9%,True,$1171.0M,,,False,177.8K,False,$6.98 / SMA $7.23,False,2.80%,True,+25.3%,True,144.8M,False,PNK,False,
AAVXF,ABIVAX Société Anonyme,80.03,2026-06-26T00:07:09.779438+00:00,True,+999.3%,True,$6378.0M,True,+26.5%,False,0.0K,False,$80.03 / SMA $111.23,False,1.78%,,,True,58.2M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,35.86,2026-06-26T23:02:21.690311+00:00,False,+2.7%,True,$3349.5M,True,+37.3%,False,310.0K,False,$35.86 / SMA $37.54,False,1.80%,False,+11.5%,True,92.6M,True,NYQ,False,
ABANF,Automatic Bank Services Limited,7.9331,2026-06-26T00:04:41.862038+00:00,False,+34.5%,True,$317.6M,False,+-34.6%,False,0.1K,True,$7.93 / SMA $7.07,False,0.00%,False,+0.7%,True,32.4M,False,PNK,False,
ABBNY,ABB Ltd,105.84,2026-06-25T23:54:53.298574+00:00,True,+86.8%,True,$192094.5M,True,+37.7%,False,329.2K,True,$105.84 / SMA $102.70,False,2.02%,False,+9.2%,False,7255.8M,False,PNK,False,
ABBRF,AbraSilver Resource Corp.,10.21,2026-06-26T23:04:13.935775+00:00,True,+197.7%,True,$1643.4M,False,+-50.0%,False,178.8K,False,$10.21 / SMA $11.76,True,9.06%,,N/A,True,137.8M,False,OQX,False,
ABCB,Ameris Bancorp,90.43,2026-06-26T00:08:56.022943+00:00,False,+43.0%,True,$6085.3M,True,+28.3%,True,512.1K,True,$90.43 / SMA $85.40,False,1.99%,False,+10.5%,True,59.7M,True,NYQ,False,
ABCL,AbCellera Biologics Inc.,6.66,2026-06-26T00:00:51.302915+00:00,True,+142.6%,True,$2033.8M,False,+6.7%,True,6795.3K,True,$6.66 / SMA $4.96,True,9.80%,True,+96.3%,False,205.1M,True,NMS,False,
ABM,ABM Industries Incorporated,45.47,2026-06-26T23:04:08.066244+00:00,False,+23.0%,True,$2663.7M,False,+9.0%,True,545.5K,True,$45.47 / SMA $41.24,False,2.78%,False,+8.4%,True,57.9M,True,NYQ,False,
ABR,"Arbor Realty Trust, Inc.",5.4,2026-06-26T23:06:08.688428+00:00,False,+8.2%,True,$1126.1M,False,+-100.0%,True,3953.8K,False,$5.40 / SMA $6.22,True,4.11%,False,+-12.3%,False,183.9M,True,NYQ,False,
ABSI,Absci Corporation,10.21,2026-06-26T00:14:06.925019+00:00,True,+355.8%,True,$1729.6M,False,+9.5%,True,5483.3K,True,$10.21 / SMA $5.76,True,13.45%,False,+-81.8%,True,146.0M,True,NMS,False,
ABT,Abbott Laboratories,93.24,2026-06-26T00:06:36.111432+00:00,False,+13.7%,True,$162406.6M,False,+-19.7%,True,12826.8K,True,$93.24 / SMA $89.27,False,2.37%,False,+7.8%,False,1731.1M,True,NYQ,False,
ABUS,Arbutus Biopharma Corporation,4.41,2026-06-26T00:02:40.905447+00:00,False,+45.1%,True,$871.1M,True,+769.2%,True,1789.3K,True,$4.41 / SMA $4.37,True,4.00%,True,+10054.5%,True,121.4M,True,NMS,False,
ABVX,ABIVAX Société Anonyme,92.37,2026-06-26T00:07:10.283024+00:00,True,+1239.9%,True,$7361.4M,True,+26.5%,True,1737.0K,False,$92.37 / SMA $112.06,True,8.71%,,,True,58.2M,True,NGM,False,
ACA,"Arcosa, Inc.",144.5,2026-06-26T23:02:03.402365+00:00,True,+76.4%,True,$7095.9M,True,+60.4%,False,442.9K,True,$144.50 / SMA $126.18,False,2.83%,False,+4.4%,True,48.1M,True,NYQ,False,
ACAA,Averin Capital Acquisition Corp.,9.975,2026-06-26T23:08:25.434101+00:00,False,+4.3%,True,$355.9M,,N/A,False,9.9K,True,$9.97 / SMA $9.95,False,0.07%,,N/A,True,26.0M,True,NGM,False,
ACAAU,Averin Capital Acquisition Corp.,10.02,2026-06-26T00:16:09.913751+00:00,False,+0.7%,,,,,False,30.1K,False,$10.02 / SMA $10.04,False,1.96%,,,True,26.0M,True,NGM,False,
ACCO,ACCO,4.21,2026-06-26T23:08:26.171541+00:00,False,+49.8%,,N/A,True,+242.9%,True,997.2K,True,$4.21 / SMA $3.75,False,2.79%,False,+8.3%,True,88.0M,True,NYQ,False,
ACDSF,CapitaLand Ascendas REIT,1.8,2026-06-26T00:07:11.859391+00:00,False,+4.7%,True,$8991.4M,,,False,15.7K,False,$1.80 / SMA $1.94,False,0.25%,,,False,3094.3M,False,PNK,False,
ACEHF,PT Aspirasi Hidup Indonesia Tbk,0.0314,2026-06-26T00:02:52.612023+00:00,True,+797.1%,True,$537.6M,,,False,0.0K,True,$0.03 / SMA $-28.97,,,False,+-0.1%,False,6846.4M,False,PNK,False,
ACGBF,Agricultural Bank of China Limited,0.74,2026-06-26T22:59:22.337346+00:00,False,+17.5%,True,$258987.5M,False,+5.3%,False,0.5K,False,$0.74 / SMA $0.74,False,0.00%,False,+10.5%,False,200428.3M,False,PNK,False,
ACGBY,Agricultural Bank of China Limited,17.75,2026-06-25T23:54:51.948997+00:00,False,+12.0%,True,$248488.0M,False,+5.3%,False,36.0K,False,$17.75 / SMA $18.84,False,1.23%,False,+10.5%,False,8017.1M,False,PNK,False,
ACGLN,Arch Capital Group Ltd.,15.91,2026-06-26T00:06:48.324198+00:00,False,+1.7%,,,,,False,43.4K,False,$15.91 / SMA $16.46,False,1.09%,False,+-4.7%,False,335.7M,True,NMS,False,
