ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,5.21,2026-09-10T23:58:11.896929+00:00,False,+36.4%,True,$6018.3M,,N/A,False,19.1K,True,$5.21 / SMA $5.15,False,2.46%,,N/A,False,718.8M,False,PNK,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-09-11T00:05:31.843104+00:00,False,+1.9%,,N/A,,N/A,False,0.2K,True,$10.14 / SMA $10.13,False,0.00%,,N/A,True,23.1M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.06,2026-09-11T00:05:35.064630+00:00,False,+1.4%,,N/A,,N/A,False,4.8K,False,$10.06 / SMA $10.08,False,0.00%,,N/A,True,19.5M,True,NGM,False,
AAGIY,AIA Group Limited,38.07,2026-09-10T23:55:55.687964+00:00,False,+7.1%,True,$98060.1M,,N/A,True,554.2K,False,$38.07 / SMA $38.13,False,1.28%,,N/A,False,2574.5M,False,PNK,False,
AAP,"Advance Auto Parts, Inc.",43.31,2026-09-10T23:59:59.689389+00:00,False,+14.3%,True,$2612.9M,True,+4600.0%,True,1924.3K,False,$43.31 / SMA $52.28,True,4.55%,False,+-1.8%,True,55.5M,True,NYQ,False,
AAUC,Allied Gold Corporation,22.48,2026-09-11T00:00:00.775707+00:00,False,+54.0%,True,$3132.5M,True,+222.7%,True,716.5K,True,$22.48 / SMA $22.07,True,3.76%,True,+45.4%,True,92.1M,True,NYQ,False,
ABBV,AbbVie Inc.,255.0,2026-09-10T23:55:52.191263+00:00,False,+33.7%,True,$450614.9M,True,+290.4%,True,6421.1K,True,$255.00 / SMA $254.07,False,2.00%,False,+10.2%,False,1764.0M,True,NYQ,False,
ABNB,"Airbnb, Inc.",167.65,2026-09-10T23:55:58.059337+00:00,False,+51.3%,True,$100386.4M,True,+33.0%,True,4457.3K,True,$167.65 / SMA $164.48,False,2.72%,False,+16.5%,False,405.8M,True,NMS,False,
ABX,"Abacus Global Management, Inc.",9.53,2026-09-11T00:03:37.477192+00:00,True,+90.6%,True,$932.0M,False,+-61.1%,True,608.2K,False,$9.53 / SMA $10.17,True,4.06%,True,+29.9%,True,46.4M,True,NYQ,False,
ABXXF,Abaxx Technologies Inc.,12.0,2026-09-11T00:01:52.698726+00:00,False,+2.1%,True,$465.5M,False,+-61.2%,False,95.0K,False,$12.00 / SMA $17.42,True,8.82%,False,+-95.3%,True,33.8M,False,OQX,False,
ACCYY,Accor SA,10.7,2026-09-10T23:56:24.610132+00:00,False,+22.8%,True,$12270.2M,,N/A,False,19.3K,False,$10.70 / SMA $10.85,False,1.08%,,N/A,False,799.9M,False,PNK,False,
ACDVF,Air Canada,20.21,2026-09-10T23:58:22.431822+00:00,False,+68.0%,True,$5662.2M,False,+-57.5%,False,247.6K,True,$20.21 / SMA $18.91,True,4.09%,False,+20.6%,False,279.3M,False,OQX,False,
ACEL,"Accel Entertainment, Inc.",11.53,2026-09-11T00:03:35.149722+00:00,False,+20.7%,True,$936.2M,True,+87.5%,False,305.7K,False,$11.53 / SMA $12.15,False,1.95%,False,+9.6%,True,43.7M,True,NYQ,False,
ACHV,"Achieve Life Sciences, Inc.",7.28,2026-09-11T00:05:21.701878+00:00,True,+177.9%,True,$749.1M,False,+-116.2%,True,1869.9K,True,$7.28 / SMA $6.99,True,5.30%,,N/A,True,74.7M,True,NCM,False,
ACLLF,ATCO Ltd.,52.5,2026-09-10T23:58:16.801727+00:00,False,+51.3%,True,$5907.7M,True,+36.8%,False,42.1K,False,$52.50 / SMA $53.96,False,0.62%,False,+13.9%,True,72.9M,False,OQX,False,
ACNB,ACNB Corporation,65.02,2026-09-11T00:03:46.438219+00:00,False,+52.9%,True,$661.2M,True,+34.2%,False,76.4K,True,$65.02 / SMA $62.76,False,2.31%,False,+7.9%,True,9.8M,True,NCM,False,
ACT,"Enact Holdings, Inc.",49.5,2026-09-10T23:58:13.493066+00:00,False,+42.9%,True,$6805.4M,False,+12.6%,False,355.2K,True,$49.50 / SMA $47.62,False,1.47%,False,+4.2%,True,26.3M,True,NMS,False,
ACVA,ACV Auctions Inc.,7.22,2026-09-11T00:02:01.493449+00:00,True,+77.6%,True,$1226.0M,False,+-25.0%,True,3650.4K,False,$7.22 / SMA $7.44,True,6.07%,False,+10.4%,False,153.6M,True,NYQ,False,
ADAMM,"Adamas Trust, Inc.",25.6,2026-09-11T00:03:39.140540+00:00,False,+7.7%,,N/A,,N/A,False,16.1K,True,$25.60 / SMA $25.28,False,0.39%,True,+100.7%,True,84.3M,True,NMS,False,
ADI,"Analog Devices, Inc.",361.25,2026-09-10T23:55:53.463483+00:00,False,+61.7%,True,$175049.3M,True,+163.5%,True,4281.7K,False,$361.25 / SMA $374.65,False,2.58%,True,+39.6%,False,482.8M,True,NMS,False,
ADSK,"Autodesk, Inc.",211.61,2026-09-10T23:56:01.847799+00:00,False,+14.1%,True,$44226.5M,True,+59.6%,True,2552.7K,False,$211.61 / SMA $231.56,True,3.87%,False,+16.1%,False,208.4M,True,NMS,False,
