ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AAOI,"Applied Optoelectronics, Inc.",105.17,2026-09-18T23:57:23.525206+00:00,True,+468.5%,True,$8929.6M,False,+-75.0%,True,10036.8K,False,$105.17 / SMA $112.65,True,6.21%,True,+86.4%,True,80.6M,True,NGM,False,
ABEO,Abeona Therapeutics Inc.,5.57,2026-09-19T00:06:29.007075+00:00,False,+39.3%,True,$318.5M,False,+-120.5%,True,1490.2K,False,$5.57 / SMA $6.30,True,3.83%,True,+2745.0%,True,36.8M,True,NCM,False,
ABG,"Asbury Automotive Group, Inc.",183.06,2026-09-19T00:00:58.509879+00:00,False,+6.4%,True,$3286.3M,False,+-19.5%,False,240.1K,False,$183.06 / SMA $215.28,True,3.01%,,N/A,True,14.7M,True,NYQ,False,
ABLZF,ABB Ltd,98.0,2026-09-18T23:56:58.151181+00:00,False,+47.9%,True,$177454.8M,False,+13.3%,False,3.5K,False,$98.00 / SMA $98.29,False,1.28%,True,+28.4%,False,1814.0M,False,PNK,False,
ABTC,American Bitcoin Corp,10.1,2026-09-19T00:02:53.185680+00:00,True,+105.3%,True,$1230.4M,False,+-1512.3%,True,1670.4K,True,$10.10 / SMA $7.07,True,10.19%,True,+121.3%,True,23.3M,True,NCM,False,
ACAD,ACADIA Pharmaceuticals Inc.,27.29,2026-09-19T00:00:57.571780+00:00,False,+38.6%,True,$4702.2M,False,+12.5%,True,1646.3K,False,$27.29 / SMA $27.61,False,2.83%,False,+16.4%,True,128.4M,True,NMS,False,
ACGAF,ACG Metals Limited,26.65,2026-09-19T00:04:43.369494+00:00,True,+127.8%,True,$616.8M,,N/A,False,0.0K,True,$26.65 / SMA $25.60,False,0.00%,,N/A,,N/A,False,OQX,False,
ACGL,Arch Capital Group Ltd.,96.89,2026-09-18T23:57:10.874224+00:00,False,+17.5%,True,$33061.7M,False,+-7.1%,True,2261.4K,False,$96.89 / SMA $99.42,False,1.65%,False,+-9.7%,False,326.9M,True,NMS,False,
ACLIF,Accelleron Industries AG,95.0,2026-09-18T23:57:32.720314+00:00,False,+23.4%,True,$8934.4M,,N/A,False,0.1K,False,$95.00 / SMA $95.27,False,0.17%,,N/A,True,94.0M,False,PNK,False,
ACLS,"Axcelis Technologies, Inc.",109.32,2026-09-18T23:59:19.976791+00:00,False,+48.5%,True,$3376.0M,False,+-23.5%,False,447.5K,False,$109.32 / SMA $126.90,True,4.14%,False,+10.6%,True,30.7M,True,NMS,False,
ACM,AECOM,61.99,2026-09-18T23:57:32.599222+00:00,False,+2.7%,True,$7977.9M,False,+-168.4%,True,1985.1K,False,$61.99 / SMA $67.54,True,3.34%,False,+-14.2%,True,128.0M,True,NYQ,False,
ACNFF,Acomo N.V.,26.8,2026-09-19T00:04:32.784591+00:00,False,+5.3%,True,$796.0M,,N/A,False,0.2K,False,$26.80 / SMA $27.26,False,0.00%,,N/A,True,17.1M,False,PNK,False,
ACOPF,The a2 Milk Company Limited,4.81,2026-09-19T00:01:02.587849+00:00,False,+31.8%,True,$3501.9M,,N/A,False,0.3K,True,$4.81 / SMA $4.72,False,0.01%,,N/A,False,721.8M,False,PNK,False,
ACPIF,Acen Corporation,0.0243,2026-09-19T00:02:44.138364+00:00,False,+24.0%,True,$970.8M,True,+125.0%,False,0.0K,True,$0.02 / SMA $0.02,False,0.00%,True,+52.8%,False,9320.7M,False,PNK,False,
ACSAY,"ACS, Actividades de Construcción y Servicios, S.A.",21.44,2026-09-18T23:57:09.180410+00:00,False,+40.9%,True,$27961.3M,,N/A,False,61.1K,False,$21.44 / SMA $24.67,False,1.52%,False,+12.2%,False,902.7M,False,PNK,False,
ADAML,"Adamas Trust, Inc.",25.0299,2026-09-19T00:04:35.094497+00:00,False,+14.0%,,N/A,,N/A,False,12.5K,True,$25.03 / SMA $24.72,False,0.34%,True,+100.7%,True,84.3M,True,NMS,False,
