ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACI,Armada Acquisition Corp. III,9.95,2026-05-28T23:59:30.403945+00:00,False,+2.2%,True,$338.6M,,N/A,False,28.7K,True,$9.95 / SMA_short $9.91,False,0.12%,,N/A,True,25.1M,True,NGM,False,
AAUKF,Anglo American plc,56.05,2026-05-28T23:49:16.962813+00:00,True,+108.1%,True,$60056.9M,,N/A,False,1.3K,True,$56.05 / SMA $48.22,False,1.35%,,N/A,False,951.3M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,39.13,2026-05-28T23:49:25.216069+00:00,False,+52.0%,True,$31922.3M,False,+13.0%,False,23.8K,True,$39.13 / SMA $34.05,False,1.22%,False,+6.8%,False,522.7M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,36.99,2026-05-28T23:52:09.451656+00:00,False,+3.9%,True,$3455.0M,True,+37.3%,False,322.6K,False,$36.99 / SMA $37.69,False,1.83%,False,+11.5%,True,92.7M,True,NYQ,False,
ABBRF,AbraSilver Resource Corp.,12.7,2026-05-28T23:53:56.374192+00:00,True,+349.4%,True,$2044.2M,False,+-50.0%,False,221.5K,True,$12.70 / SMA $11.06,True,7.94%,,N/A,False,154.9M,False,OQX,False,
ABM,ABM Industries Incorporated,39.83,2026-05-28T23:53:50.790144+00:00,False,+7.8%,True,$2331.4M,False,+-7.2%,True,535.1K,True,$39.83 / SMA $39.36,False,2.50%,False,+6.1%,True,57.9M,True,NYQ,False,
ABR,"Arbor Realty Trust, Inc.",5.64,2026-05-28T23:55:47.341412+00:00,False,+4.4%,True,$1176.1M,False,+-100.0%,True,4022.2K,False,$5.64 / SMA $7.05,True,5.32%,False,+-12.3%,False,184.0M,True,NYQ,False,
ACA,"Arcosa, Inc.",127.14,2026-05-28T23:51:46.152900+00:00,False,+55.2%,True,$6242.1M,True,+60.4%,False,320.7K,True,$127.14 / SMA $116.43,True,4.00%,False,+4.4%,True,48.1M,True,NYQ,False,
ACAA,Averin Capital Acquisition Corp.,9.94,2026-05-28T23:59:27.572397+00:00,False,+4.0%,True,$354.7M,,N/A,False,8.8K,True,$9.94 / SMA_short $9.93,False,0.03%,,N/A,True,5.2M,True,NGM,False,
ACCO,ACCO,4.05,2026-05-28T23:59:28.925444+00:00,False,+44.1%,,N/A,True,+242.9%,True,1194.5K,True,$4.05 / SMA $3.34,True,4.14%,False,+8.3%,True,88.0M,True,NYQ,False,
