ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,A,135.48,2026-06-10T00:12:46.505729+00:00,False,+25.0%,True,$38263.9M,True,+60.0%,True,2219.8K,True,$135.48 / SMA $119.14,True,3.11%,False,+10.0%,False,281.5M,True,NYQ,False,
AA,Alcoa Corporation,72.41,2026-06-10T00:01:16.238976+00:00,True,+161.2%,True,$19108.3M,False,+-22.7%,True,5098.0K,True,$72.41 / SMA $68.96,True,4.73%,False,+-5.2%,False,262.8M,True,NYQ,False,
AACAY,AAC Technologies Holdings Inc.,5.77,2026-06-10T23:44:35.768096+00:00,False,+51.0%,True,$6563.8M,,N/A,False,7.3K,True,$5.77 / SMA $5.01,False,2.20%,,N/A,False,726.1M,False,PNK,False,
AACI,Armada Acquisition Corp. III,9.95,2026-06-10T23:29:52.640039+00:00,False,+2.2%,True,$338.6M,,,False,25.8K,True,$9.95 / SMA $9.92,False,0.07%,,,True,25.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.08,2026-06-10T23:51:19.337355+00:00,False,+1.3%,,N/A,,N/A,False,5.1K,True,$10.08 / SMA $10.04,False,0.01%,,N/A,True,25.1M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.02,2026-06-10T23:52:57.897046+00:00,False,+1.0%,,N/A,,N/A,False,7.1K,True,$10.02 / SMA $9.99,False,1.40%,,N/A,True,19.5M,True,NGM,False,
AAGIY,AIA Group Limited,36.41,2026-06-10T23:42:20.429539+00:00,False,+7.0%,True,$94109.4M,,N/A,False,319.6K,False,$36.41 / SMA $42.63,False,1.83%,,N/A,False,2615.0M,False,PNK,False,
AAIGF,AIA Group Limited,9.08,2026-06-10T00:00:24.116726+00:00,False,+10.9%,True,$93876.8M,,,False,22.1K,False,$9.08 / SMA $10.64,True,4.78%,,,False,10460.1M,False,PNK,False,
AAL,American Airlines Group Inc.,14.09,2026-06-10T00:01:48.092435+00:00,False,+39.6%,True,$9318.9M,False,+19.4%,True,65999.5K,True,$14.09 / SMA $12.48,True,3.97%,False,+10.8%,False,654.0M,True,NMS,False,
AAMI,AAMI,,2026-06-10T00:07:25.226573+00:00,False,,False,,False,,False,,False,,False,,False,,False,,False,Unknown,False,Too Many Requests. Rate limited. Try after a while.
AANNF,Aroundtown SA,3.5,2026-06-10T00:04:12.203161+00:00,False,+34.6%,True,$3624.4M,False,+-75.0%,False,0.0K,True,$3.50 / SMA $2.70,False,0.00%,False,+0.6%,False,450.0M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",175.13,2026-06-10T23:31:01.601651+00:00,True,+1045.4%,True,$14052.9M,False,+-5.6%,True,12452.2K,True,$175.13 / SMA $161.82,True,14.79%,True,+51.4%,True,76.1M,True,NGM,False,
AAON,"AAON, Inc.",129.66,2026-06-10T00:13:04.382415+00:00,True,+109.1%,True,$10620.7M,True,+37.1%,True,1052.2K,True,$129.66 / SMA $111.97,True,6.14%,True,+54.3%,True,68.2M,True,NMS,True,
AAP,"Advance Auto Parts, Inc.",59.36,2026-06-10T23:46:26.455613+00:00,False,+56.7%,True,$3581.1M,True,+56.0%,True,1812.4K,True,$59.36 / SMA $55.90,True,5.44%,,N/A,True,59.8M,True,NYQ,False,
AAPG,AAPG,17.07,2026-06-10T00:06:08.971539+00:00,False,+0.7%,True,$1593.3M,,,False,5.7K,False,$17.07 / SMA $22.44,True,4.08%,,,True,55.7M,True,NGM,False,
AAT,"American Assets Trust, Inc.",24.42,2026-06-10T00:18:27.982894+00:00,False,+37.8%,True,$1894.3M,False,+-88.6%,False,378.3K,True,$24.42 / SMA $20.81,False,2.27%,False,+1.8%,True,48.2M,True,NYQ,False,
AAUC,Allied Gold Corporation,25.06,2026-06-10T23:46:26.925460+00:00,True,+119.8%,True,$3154.6M,False,+-461.5%,True,715.4K,False,$25.06 / SMA $29.23,True,3.57%,False,+13.8%,True,93.1M,True,NYQ,False,
AAUKF,Anglo American plc,50.55,2026-06-10T23:19:36.080421+00:00,True,+87.7%,True,$54163.7M,,,False,1.6K,True,$50.55 / SMA $50.15,False,1.09%,,,False,951.3M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,38.86,2026-06-10T23:19:45.026358+00:00,False,+50.0%,True,$31702.0M,False,+13.0%,False,21.4K,True,$38.86 / SMA $35.52,False,1.35%,False,+6.8%,False,522.4M,False,PNK,False,
AAVVF,Advantage Energy Ltd.,7.19,2026-06-10T00:06:31.818664+00:00,False,+7.0%,True,$1206.3M,,,False,153.6K,False,$7.19 / SMA $7.32,False,2.99%,True,+25.3%,True,144.9M,False,PNK,False,
AAVXF,ABIVAX Société Anonyme,101.25,2026-06-10T00:13:05.973928+00:00,True,+1304.3%,True,$8076.7M,True,+26.5%,False,0.0K,False,$101.25 / SMA $114.82,False,1.16%,,,True,58.2M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,37.02,2026-06-10T23:22:24.924980+00:00,False,+4.0%,True,$3457.8M,True,+37.3%,False,318.4K,False,$37.02 / SMA $37.86,False,1.73%,False,+11.5%,True,92.6M,True,NYQ,False,
ABANF,Automatic Bank Services Limited,6.97,2026-06-10T00:10:36.179865+00:00,False,+18.1%,False,$279.1M,False,+-34.6%,False,0.0K,True,$6.97 / SMA $6.69,False,0.00%,False,+0.7%,True,32.4M,False,PNK,False,
ABBNY,ABB Ltd,101.12,2026-06-10T00:00:19.372985+00:00,True,+79.8%,True,$183547.7M,True,+37.7%,False,272.5K,True,$101.12 / SMA $98.70,False,2.07%,False,+9.2%,False,7255.8M,False,PNK,False,
ABBRF,AbraSilver Resource Corp.,10.09,2026-06-10T23:24:18.305736+00:00,True,+209.8%,True,$1624.1M,False,+-50.0%,False,204.4K,False,$10.09 / SMA $11.68,True,8.46%,,,True,137.8M,False,OQX,False,
ABBV,AbbVie Inc.,224.95,2026-06-10T23:42:16.619451+00:00,False,+23.8%,True,$397440.1M,False,+-45.8%,True,6551.5K,True,$224.95 / SMA $210.06,False,2.46%,False,+12.4%,False,1763.6M,True,NYQ,False,
ABCB,Ameris Bancorp,86.1,2026-06-10T00:14:51.729940+00:00,False,+44.6%,True,$5793.9M,True,+28.3%,True,504.6K,True,$86.10 / SMA $83.74,False,1.96%,False,+10.5%,True,59.7M,True,NYQ,False,
ABCL,AbCellera Biologics Inc.,5.3,2026-06-10T00:06:19.991111+00:00,True,+109.9%,True,$1618.5M,False,+6.7%,True,6164.8K,True,$5.30 / SMA $4.51,True,10.64%,True,+96.3%,False,205.3M,True,NMS,False,
ABEO,Abeona Therapeutics Inc.,5.36,2026-06-10T23:40:30.660558+00:00,False,+34.0%,True,$305.5M,False,+-25.0%,True,1172.7K,False,$5.36 / SMA $5.42,True,4.67%,,,True,36.3M,True,NCM,False,
ABG,"Asbury Automotive Group, Inc.",198.13,2026-06-10T23:33:16.485757+00:00,False,+15.2%,True,$3688.9M,True,+47.1%,False,268.0K,True,$198.13 / SMA $196.18,True,3.29%,False,+-0.9%,True,14.3M,True,NYQ,False,
ABLZF,ABB Ltd,103.4,2026-06-10T23:30:28.339990+00:00,True,+84.7%,True,$187686.3M,True,+37.7%,False,7.0K,True,$103.40 / SMA $98.49,False,2.16%,False,+9.2%,False,1813.9M,False,PNK,False,
