ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,4.86,2026-07-24T23:17:49.899270+00:00,False,+27.2%,True,$5617.2M,,,False,10.0K,False,$4.86 / SMA $5.45,False,2.34%,,,False,724.7M,False,PNK,False,
AACI,Armada Acquisition Corp. III,9.98,2026-07-24T23:03:11.605227+00:00,False,+2.5%,True,$339.6M,,,False,11.9K,True,$9.98 / SMA $9.96,False,0.10%,,,True,25.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-07-24T23:25:03.743684+00:00,False,+1.9%,,,,,False,2.8K,True,$10.14 / SMA $10.12,False,0.06%,,,True,25.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.92,2026-07-24T23:37:06.245555+00:00,False,+0.8%,True,$311.1M,,N/A,False,11.7K,False,$9.92 / SMA $9.92,False,0.06%,,N/A,True,19.5M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.08,2026-07-24T23:25:07.146221+00:00,False,+1.6%,,,,,False,4.7K,True,$10.08 / SMA $10.04,False,0.07%,,,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.68,2026-07-24T23:27:30.882409+00:00,True,+82.1%,True,$17016.4M,,N/A,False,2.6K,True,$4.68 / SMA $4.67,False,0.62%,True,+32.7%,False,750.0M,False,PNK,False,
AAGIY,AIA Group Limited,39.94,2026-07-24T23:15:37.351625+00:00,False,+12.4%,True,$102897.1M,,,False,495.0K,True,$39.94 / SMA $39.32,False,1.47%,,,False,2615.0M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",100.15,2026-07-24T23:04:26.607110+00:00,True,+441.4%,True,$8036.3M,False,+-5.6%,True,11812.1K,False,$100.15 / SMA $153.53,True,10.96%,True,+51.4%,True,76.3M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",55.8,2026-07-24T23:19:24.629500+00:00,False,+47.3%,True,$3366.4M,True,+56.0%,True,1971.6K,False,$55.80 / SMA $56.45,True,5.03%,,,True,60.0M,True,NYQ,False,
AAPL,Apple Inc.,333.02,2026-07-24T23:26:57.811806+00:00,False,+65.3%,True,$4891182.9M,False,+21.8%,True,55283.9K,True,$333.02 / SMA $306.23,False,2.80%,False,+16.6%,False,14662.4M,True,NMS,False,
