ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACI,Armada Acquisition Corp. III,9.97,2026-07-20T22:53:06.105394+00:00,False,+2.4%,True,$339.3M,,N/A,False,15.8K,True,$9.97 / SMA $9.96,False,0.11%,,N/A,True,25.1M,True,NGM,False,
AAUKF,Anglo American plc,45.1,2026-07-20T22:46:36.399047+00:00,False,+65.9%,True,$48324.1M,,N/A,False,3.7K,False,$45.10 / SMA $51.27,False,0.26%,,N/A,False,951.4M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,42.56,2026-07-20T22:46:42.883566+00:00,False,+56.7%,True,$34683.7M,False,+13.0%,False,24.6K,True,$42.56 / SMA $40.44,False,1.16%,False,+6.8%,False,522.4M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,37.96,2026-07-20T22:47:30.549995+00:00,False,+8.7%,True,$3545.6M,True,+37.3%,False,312.1K,True,$37.96 / SMA $37.12,False,1.79%,False,+11.5%,True,92.6M,True,NYQ,False,
ABBRF,AbraSilver Resource Corp.,10.14,2026-07-20T22:47:44.756137+00:00,True,+174.1%,True,$1632.2M,False,+-50.0%,False,202.7K,False,$10.14 / SMA $11.15,True,7.71%,,N/A,True,137.6M,False,OQX,False,
ABM,ABM Industries Incorporated,47.23,2026-07-20T22:47:40.591601+00:00,False,+27.8%,True,$2766.8M,False,+9.0%,True,567.4K,True,$47.23 / SMA $42.55,False,2.36%,False,+8.4%,True,57.9M,True,NYQ,False,
ABR,"Arbor Realty Trust, Inc.",5.03,2026-07-20T22:51:03.369923+00:00,False,+3.5%,True,$1048.9M,False,+-100.0%,True,4490.5K,False,$5.03 / SMA $5.42,True,3.74%,False,+-12.3%,False,184.0M,True,NYQ,False,
ACA,"Arcosa, Inc.",144.74,2026-07-20T22:47:17.071682+00:00,True,+76.7%,True,$7107.7M,True,+60.4%,True,613.1K,True,$144.74 / SMA $133.56,False,0.69%,False,+4.4%,True,48.1M,True,NYQ,False,
ACAA,Averin Capital Acquisition Corp.,10.0,2026-07-20T22:53:03.921463+00:00,False,+4.6%,True,$356.8M,,N/A,False,14.5K,True,$10.00 / SMA $9.99,False,0.31%,,N/A,True,26.0M,True,NGM,False,
ACCO,ACCO Brands Corporation,4.03,2026-07-20T22:53:04.512774+00:00,False,+43.4%,True,$371.8M,True,+242.9%,True,920.6K,True,$4.03 / SMA $3.95,True,3.39%,False,+8.3%,True,88.0M,True,NYQ,False,
ACGBF,Agricultural Bank of China Limited,0.69,2026-07-20T22:46:26.515250+00:00,False,+11.3%,True,$241488.3M,False,+5.3%,False,1.2K,False,$0.69 / SMA $0.72,False,0.00%,False,+10.5%,False,200428.3M,False,PNK,False,
ACGLO,Arch Capital Group Ltd.,19.5802,2026-07-20T22:46:42.314955+00:00,False,+4.7%,,N/A,,N/A,False,29.6K,True,$19.58 / SMA $19.32,False,1.10%,False,+-4.7%,False,335.7M,True,NMS,False,
ACI,"Albertsons Companies, Inc.",14.96,2026-07-20T22:47:10.476711+00:00,False,+13.6%,True,$7327.1M,False,+-424.1%,True,6887.8K,False,$14.96 / SMA $15.19,True,3.16%,False,+7.7%,False,332.8M,True,NYQ,False,
ACIC,American Coastal Insurance Corporation,10.31,2026-07-20T22:52:52.183121+00:00,False,+5.2%,True,$499.7M,False,+-9.3%,False,288.4K,False,$10.31 / SMA $10.72,True,3.01%,False,+-1.3%,True,23.9M,True,NCM,False,
ACNDF,CapitaLand India Trust,0.77,2026-07-20T22:50:59.387502+00:00,False,+5.5%,True,$1144.9M,,N/A,False,7.6K,False,$0.77 / SMA $0.80,True,4.22%,,N/A,False,624.9M,False,PNK,False,
ACRFF,Accor SA,53.0,2026-07-20T22:47:00.774710+00:00,False,+17.6%,True,$12514.9M,,N/A,False,0.4K,False,$53.00 / SMA $53.60,False,0.20%,,N/A,False,155.7M,False,PNK,False,
ACRXF,"Acerinox, S.A.",18.135,2026-07-20T22:47:27.807748+00:00,True,+89.5%,True,$4521.6M,False,+-50.0%,False,0.1K,True,$18.14 / SMA $17.42,False,0.00%,False,+-10.8%,False,178.0M,False,PNK,False,
ADAMN,"Adamas Trust, Inc.",23.91,2026-07-20T22:51:09.794425+00:00,False,+13.8%,,N/A,,N/A,False,10.8K,True,$23.91 / SMA $23.34,False,1.24%,True,+59.3%,True,83.8M,True,NMS,False,
ADBE,Adobe Inc.,234.74,2026-07-20T22:46:31.282485+00:00,False,+23.5%,True,$93309.1M,False,+7.9%,True,6432.7K,True,$234.74 / SMA $230.26,True,3.57%,False,+12.7%,False,396.2M,True,NMS,False,
ADTTF,Advantest Corporation,174.3,2026-07-20T22:46:30.258120+00:00,True,+156.6%,True,$126187.4M,,N/A,False,1.5K,False,$174.30 / SMA $176.23,False,0.30%,,N/A,False,724.4M,False,PNK,False,
AEOXF,Aeroports de Paris SA,125.323,2026-07-20T22:46:59.802132+00:00,False,+11.3%,True,$12400.0M,,N/A,False,0.0K,False,$125.32 / SMA $127.00,False,0.21%,,N/A,True,31.5M,False,PNK,False,
AFB,"AllianceBernstein National Municipal Income Fund, Inc.",11.21,2026-07-20T22:54:42.932008+00:00,False,+11.4%,True,$322.2M,,N/A,False,103.4K,True,$11.21 / SMA $11.16,False,0.68%,,N/A,,N/A,True,NYQ,False,
AFRAF,Air France-KLM SA,12.34,2026-07-20T22:47:33.439225+00:00,False,+16.6%,True,$3238.5M,False,+-379.5%,False,0.1K,False,$12.34 / SMA $13.19,False,0.00%,False,+-5.1%,True,114.4M,False,PNK,False,
AFRM,"Affirm Holdings, Inc.",75.32,2026-07-20T22:46:49.812823+00:00,True,+78.9%,True,$25224.6M,True,+2900.0%,True,4752.8K,True,$75.32 / SMA $72.85,True,4.70%,True,+32.6%,False,281.3M,True,NMS,False,
AGCC,Agencia Comercial Spirits Ltd,15.39,2026-07-20T22:51:14.190410+00:00,True,+320.5%,True,$350.7M,,N/A,False,43.7K,False,$15.39 / SMA $16.06,True,6.56%,,N/A,True,8.3M,True,NCM,False,
AGLXY,AGL Energy Limited,6.11,2026-07-20T22:47:24.948307+00:00,False,+17.3%,True,$4110.5M,,N/A,False,0.8K,False,$6.11 / SMA $6.22,False,0.28%,,N/A,False,598.0M,False,PNK,False,
AGMB,AgomAb Therapeutics NV,11.98,2026-07-20T22:52:50.056563+00:00,False,+36.9%,True,$590.0M,,N/A,False,95.8K,True,$11.98 / SMA $11.73,True,12.77%,,N/A,True,16.4M,True,NMS,False,
AGNCP,AGNC Investment Corp.,25.0086,2026-07-20T22:47:01.682586+00:00,False,+5.9%,,N/A,,N/A,False,61.3K,True,$25.01 / SMA $24.66,False,0.50%,False,+-246.2%,False,1140.4M,True,NMS,False,
AHG,Akso Health Group,1.58,2026-07-20T22:50:58.395220+00:00,False,+43.6%,True,$1353.6M,,N/A,False,63.2K,True,$1.58 / SMA $1.54,True,11.27%,,N/A,False,854.0M,True,NCM,False,
AHR,"American Healthcare REIT, Inc.",56.66,2026-07-20T22:47:05.702702+00:00,False,+54.3%,True,$10919.6M,True,+425.0%,True,3232.2K,True,$56.66 / SMA $50.35,False,2.87%,False,+20.4%,False,191.3M,True,NYQ,False,
AI,"C3.ai, Inc.",8.61,2026-07-20T22:50:58.305837+00:00,False,+12.2%,True,$1338.4M,False,+-31.7%,True,6127.8K,False,$8.61 / SMA $9.66,True,5.72%,False,+-52.5%,True,139.1M,True,NYQ,False,
AINSF,Ainsworth Game Technology Limited,0.96,2026-07-20T22:53:07.792207+00:00,True,+74.5%,True,$323.3M,,N/A,False,23.2K,False,$0.96 / SMA $0.96,False,0.81%,,N/A,True,29.8M,False,PNK,False,
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,25.51,2026-07-20T22:51:07.166433+00:00,False,+22.0%,True,$878.5M,,N/A,False,85.3K,False,$25.51 / SMA $26.47,False,2.40%,,N/A,,N/A,True,NYQ,False,
AIOT,"PowerFleet, Inc.",4.32,2026-07-20T22:52:55.869382+00:00,False,+55.4%,True,$579.7M,True,+77.8%,True,1634.1K,True,$4.32 / SMA $3.85,True,5.03%,False,+10.5%,True,124.1M,True,NGM,False,
