ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,5.39,2026-08-29T03:47:03.652287+00:00,False,+41.1%,True,$6226.2M,,N/A,False,15.9K,True,$5.39 / SMA $5.21,False,2.33%,,N/A,False,718.8M,False,PNK,False,
AACI,Armada Acquisition Corp. III,10.05,2026-08-29T03:35:08.324050+00:00,False,+3.2%,True,$342.0M,,,False,24.4K,True,$10.05 / SMA $9.99,False,0.04%,,,True,23.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-08-29T03:54:58.672609+00:00,False,+1.9%,,N/A,,N/A,False,0.2K,True,$10.14 / SMA $10.13,False,0.00%,,N/A,True,23.1M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.25,2026-08-29T03:55:03.208928+00:00,False,+3.3%,,N/A,,N/A,False,5.0K,True,$10.25 / SMA $10.08,False,0.00%,,N/A,True,19.5M,True,NGM,False,
AAGIY,AIA Group Limited,38.58,2026-08-29T03:46:00.431172+00:00,False,+8.6%,True,$99373.8M,,N/A,True,575.2K,True,$38.58 / SMA $38.07,False,1.51%,,N/A,False,2574.5M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",106.23,2026-08-29T03:37:48.496328+00:00,True,+474.2%,True,$9019.6M,False,+-75.0%,True,12048.5K,False,$106.23 / SMA $122.55,True,11.37%,True,+86.4%,True,80.6M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",42.9,2026-08-29T03:48:58.511020+00:00,False,+13.2%,True,$2588.1M,True,+56.0%,True,1954.5K,False,$42.90 / SMA $54.83,True,4.67%,,N/A,True,55.4M,True,NYQ,False,
AAUC,Allied Gold Corporation,23.36,2026-08-29T03:48:59.404723+00:00,False,+69.5%,True,$3255.2M,True,+222.7%,True,708.4K,True,$23.36 / SMA $22.20,True,4.65%,True,+45.4%,True,97.4M,True,NYQ,False,
AAUKF,Anglo American plc,55.82,2026-08-29T03:25:43.433343+00:00,True,+86.1%,True,$59810.5M,,,False,3.2K,True,$55.82 / SMA $50.70,False,0.79%,,,False,951.8M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,48.17,2026-08-29T03:25:49.765341+00:00,False,+69.3%,True,$39255.5M,False,+13.0%,False,25.9K,True,$48.17 / SMA $44.12,False,0.95%,False,+6.8%,False,550.0M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,36.88,2026-08-29T03:29:40.775335+00:00,False,+5.6%,True,$3432.6M,False,+20.3%,False,289.7K,True,$36.88 / SMA $36.13,False,1.45%,,,True,92.3M,True,NYQ,False,
ABBRF,AbraSilver Resource Corp.,11.411,2026-08-29T03:31:26.195801+00:00,True,+194.9%,True,$1888.4M,False,+-50.0%,False,183.3K,True,$11.41 / SMA $10.58,True,5.58%,,,True,143.8M,False,OQX,False,
ABBV,AbbVie Inc.,255.48,2026-08-29T03:45:55.011802+00:00,False,+33.9%,True,$451463.1M,True,+290.4%,True,6599.8K,True,$255.48 / SMA $251.18,False,2.21%,False,+10.2%,False,1764.0M,True,NYQ,False,
ABEO,ABEO,5.920000076293945,2026-08-29T03:45:10.745928+00:00,,,,,False,+-25.0%,True,1411.2K,False,$5.92 / SMA $6.40,True,4.55%,,,,,,Unknown,False,
ABG,ABG,211.6199951171875,2026-08-29T03:39:45.054135+00:00,,,,,False,+-19.5%,False,250.3K,False,$211.62 / SMA $213.78,False,2.77%,,,,,,Unknown,False,
ABLZF,ABB Ltd,98.0,2026-08-29T03:37:28.329934+00:00,False,+49.2%,True,$177564.7M,False,+13.3%,False,11.1K,False,$98.00 / SMA $101.19,False,1.01%,True,+28.4%,False,1814.0M,False,PNK,False,
ABM,ABM Industries Incorporated,47.2,2026-08-29T03:29:49.924784+00:00,False,+27.7%,True,$2765.0M,False,+9.0%,True,549.5K,True,$47.20 / SMA $46.66,False,1.96%,False,+8.4%,True,57.9M,True,NYQ,False,
ABNB,"Airbnb, Inc.",189.43,2026-08-29T03:46:04.130741+00:00,True,+71.0%,True,$113428.0M,True,+33.0%,True,4283.4K,True,$189.43 / SMA $158.77,True,3.13%,False,+16.5%,False,405.8M,True,NMS,False,
ABR,"Arbor Realty Trust, Inc.",5.06,2026-08-29T03:31:38.344016+00:00,False,+7.0%,True,$1025.8M,False,+-100.0%,True,3974.4K,True,$5.06 / SMA $4.99,True,3.30%,False,+-12.3%,False,178.1M,True,NYQ,False,
ABTC,ABTC,7.690000057220459,2026-08-29T03:41:40.114119+00:00,,,,,False,+-1512.3%,True,1529.2K,True,$7.69 / SMA $7.47,True,10.37%,True,+121.3%,,,,Unknown,False,
ABX,"Abacus Global Management, Inc.",9.74,2026-08-29T03:52:53.039889+00:00,True,+94.8%,True,$952.5M,False,+-61.1%,True,617.6K,False,$9.74 / SMA $10.19,True,4.74%,,N/A,True,46.4M,True,NYQ,False,
