ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,5.41,2026-08-18T22:36:11.679868+00:00,False,+41.6%,True,$6252.9M,,,False,16.9K,True,$5.41 / SMA $5.30,False,1.75%,,,False,724.4M,False,PNK,False,
AACI,Armada Acquisition Corp. III,10.05,2026-08-18T22:22:47.150517+00:00,False,+3.2%,True,$342.0M,,,False,23.9K,True,$10.05 / SMA $9.98,False,0.01%,,,True,23.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-08-18T22:43:33.086900+00:00,False,+1.9%,,,,,False,0.3K,True,$10.14 / SMA $10.14,False,0.00%,,,True,23.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.97,2026-08-18T22:53:48.550460+00:00,False,+1.3%,True,$312.7M,,N/A,False,12.4K,True,$9.97 / SMA $9.93,False,0.01%,,N/A,True,21.3M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.13,2026-08-18T22:43:36.165762+00:00,False,+2.1%,,,,,False,6.6K,True,$10.13 / SMA $10.06,False,0.00%,,,True,21.3M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.7,2026-08-18T22:44:40.329400+00:00,False,+62.1%,True,$17071.0M,,N/A,False,2.0K,True,$4.70 / SMA $4.63,False,0.38%,True,+32.7%,False,749.3M,False,PNK,False,
AAGIY,AIA Group Limited,36.8,2026-08-18T22:33:55.990936+00:00,False,+3.6%,True,$94807.5M,,,True,521.9K,False,$36.80 / SMA $38.01,False,1.61%,,,False,2615.0M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",131.41,2026-08-18T22:24:01.236592+00:00,True,+610.3%,True,$11113.2M,False,+-75.0%,True,12101.1K,False,$131.41 / SMA $132.07,True,12.65%,True,+86.4%,True,80.5M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",56.96,2026-08-18T22:38:00.330482+00:00,False,+50.3%,True,$3436.4M,True,+56.0%,True,1889.7K,False,$56.96 / SMA $57.22,True,4.72%,,,True,55.3M,True,NYQ,False,
AAPL,Apple Inc.,310.03,2026-08-18T22:44:14.470240+00:00,False,+38.5%,True,$4524633.8M,True,+28.7%,True,56250.8K,True,$310.03 / SMA $308.90,False,2.05%,False,+16.4%,False,14569.2M,True,NMS,False,
AARTY,Airtel Africa Plc,46.21,2026-08-18T22:44:40.447657+00:00,True,+129.3%,True,$16784.1M,,N/A,False,1.2K,False,$46.21 / SMA $47.34,False,0.88%,True,+32.7%,False,749.3M,False,PNK,False,
AAUC,Allied Gold Corporation,20.99,2026-08-18T22:38:00.935987+00:00,False,+66.7%,True,$2924.9M,True,+222.7%,True,747.5K,False,$20.99 / SMA $22.55,True,4.78%,True,+45.4%,True,94.4M,True,NYQ,False,
AAUKF,Anglo American plc,54.46,2026-08-18T22:12:45.153340+00:00,True,+89.6%,True,$58353.2M,,,False,3.1K,True,$54.46 / SMA $51.00,False,0.52%,,,False,951.8M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,48.07,2026-08-18T22:12:53.464776+00:00,False,+69.1%,True,$39174.0M,False,+13.0%,False,27.2K,True,$48.07 / SMA $43.23,False,1.17%,False,+6.8%,False,550.0M,False,PNK,False,
AAXBF,AirAsia Group Berhad,0.28745,2026-08-18T22:51:49.895901+00:00,False,+27.8%,,N/A,,N/A,False,1.6K,True,$0.29 / SMA_short $0.29,,N/A,,N/A,,N/A,False,PNK,False,
AB,AB,36.18,2026-08-18T22:15:26.475155+00:00,False,+3.6%,True,$3371.1M,False,+20.3%,False,302.8K,True,$36.18 / SMA $36.00,False,1.52%,,,True,92.3M,True,NYQ,False,
ABAT,American Battery Technology Company,2.35,2026-08-18T22:53:38.567902+00:00,False,+17.5%,True,$320.6M,False,+-85.7%,True,5596.5K,False,$2.35 / SMA $2.64,True,6.45%,True,+697.1%,True,131.2M,True,NCM,False,
ABBRF,AbraSilver Resource Corp.,10.93,2026-08-18T22:17:17.743369+00:00,True,+182.4%,True,$1808.8M,False,+-50.0%,False,184.6K,True,$10.93 / SMA $10.46,True,5.37%,,,True,143.8M,False,OQX,False,
ABBV,AbbVie Inc.,258.92,2026-08-18T22:33:52.247661+00:00,False,+35.7%,True,$457542.0M,True,+290.4%,True,6699.1K,True,$258.92 / SMA $244.76,False,2.21%,False,+10.2%,False,1764.0M,True,NYQ,False,
ABEO,Abeona Therapeutics Inc.,6.16,2026-08-18T22:33:12.870690+00:00,False,+54.0%,True,$351.1M,False,+-25.0%,True,1374.5K,False,$6.16 / SMA $6.30,True,5.47%,,,True,36.8M,True,NCM,False,
ABEV,Ambev S.A.,2.78,2026-08-18T22:44:24.745442+00:00,False,+32.4%,True,$42867.6M,False,+22.2%,True,27551.5K,False,$2.78 / SMA $3.06,False,2.17%,False,+0.3%,False,4078.8M,True,NYQ,False,
ABG,"Asbury Automotive Group, Inc.",203.94,2026-08-18T22:27:39.602352+00:00,False,+18.6%,True,$3661.1M,False,+-19.5%,False,251.3K,False,$203.94 / SMA $211.37,True,3.32%,,,True,14.7M,True,NYQ,False,
ABLZF,ABB Ltd,101.42,2026-08-18T22:23:34.394254+00:00,False,+54.7%,True,$183904.8M,False,+13.3%,False,11.2K,False,$101.42 / SMA $102.01,False,1.23%,True,+28.4%,False,1814.0M,False,PNK,False,
ABM,ABM Industries Incorporated,47.1,2026-08-18T22:17:12.338556+00:00,False,+27.4%,True,$2759.2M,False,+9.0%,True,555.9K,True,$47.10 / SMA $45.76,False,2.27%,False,+8.4%,True,57.9M,True,NYQ,False,
ABNB,"Airbnb, Inc.",183.25,2026-08-18T22:33:58.436389+00:00,False,+65.4%,True,$109727.5M,True,+33.0%,True,4200.3K,True,$183.25 / SMA $150.32,True,3.22%,False,+16.5%,False,407.2M,True,NMS,False,
ABR,ABR,4.9,2026-08-18T22:19:07.592782+00:00,False,+3.6%,True,$993.4M,False,+-100.0%,True,4178.3K,False,$4.90 / SMA $4.98,True,3.43%,False,+-12.3%,False,178.2M,True,NYQ,False,
ABTC,American Bitcoin Corp,6.94,2026-08-18T22:29:36.184670+00:00,False,+41.1%,True,$845.4M,False,+-1512.3%,True,1286.1K,False,$6.94 / SMA $8.18,True,9.21%,True,+121.3%,True,23.3M,True,NCM,False,
ABX,"Abacus Global Management, Inc.",9.01,2026-08-18T22:41:39.558095+00:00,True,+80.2%,True,$881.1M,False,+-61.1%,True,619.0K,False,$9.01 / SMA $10.15,True,4.85%,,,True,46.3M,True,NYQ,False,
ABXXF,Abaxx Technologies Inc.,17.01,2026-08-18T22:39:53.060014+00:00,False,+46.1%,True,$655.3M,False,+-150.0%,False,93.1K,False,$17.01 / SMA $21.68,True,7.80%,True,+5037.6%,,,False,OQX,False,
ACA,"Arcosa, Inc.",145.35,2026-08-18T22:15:09.886959+00:00,False,+63.3%,True,$7137.7M,True,+446.7%,True,723.1K,True,$145.35 / SMA $140.79,False,0.32%,False,+1.7%,True,48.1M,True,NYQ,False,
ACAA,Averin Capital Acquisition Corp.,10.0056,2026-08-18T22:22:45.004749+00:00,False,+4.7%,True,$357.0M,,,False,15.2K,False,$10.01 / SMA $10.01,False,0.09%,,,True,28.3M,True,NGM,False,
